sentence_id	dependent_id	dependent	dep_lemma	UPOS	XPOS	head_id	dependency_type	dependency_distance	dd_abs
19	24	多少	多少	NUM	CD	25	nummod	1	1
19	25	工人	工人	NOUN	NN	23	obj	-2	2
19	26	。	。	PUNCT	.	21	punct	-5	5
EOS
20	1	所以	所以	ADV	RB	22	mark	21	21
20	2	，	，	PUNCT	,	1	punct	-1	1
20	3	在	在	ADP	IN	7	case	4	4
20	4	每	每	DET	DT	6	det	2	2
20	5	一	一	NUM	CD	6	nummod	1	1
20	6	国	国	NOUN	NN	7	nmod	1	1
20	7	家里	家里	NOUN	NN	22	obl	15	15
20	8	，	，	PUNCT	,	7	punct	-1	1
20	9	不仅	不仅	ADP	IN	13	case	4	4
20	10	产业	产业	NOUN	NN	12	nmod	2	2
20	11	的	的	PART	DEC	10	case	-1	1
20	12	数量	数量	NOUN	NN	22	nsubj	10	10
20	13	随	随	VERB	VV	22	advcl	9	9
20	14	着	着	AUX	AS	13	aux	-1	1
20	15	举办	举办	NOUN	NN	16	nmod	1	1
20	16	产业	产业	NOUN	NN	18	nmod	2	2
20	17	的	的	PART	DEC	16	case	-1	1
20	18	资财	资财	NOUN	NN	20	nmod	2	2
20	19	的	的	PART	DEC	18	case	-1	1
20	20	增加	增加	NOUN	NN	13	obj	-7	7
20	21	而	而	ADV	RB	22	mark	1	1
20	22	增加	增加	VERB	VV	41	ccomp	19	19
20	23	，	，	PUNCT	,	22	punct	-1	1
20	24	而且	而且	ADV	RB	41	mark	17	17
20	25	，	，	PUNCT	,	24	punct	-1	1
20	26	由于	由于	ADP	IN	30	case	4	4
20	27	资财	资财	NOUN	NN	28	nsubj	1	1
20	28	增加	增加	VERB	VV	30	acl:relcl	2	2
20	29	的	的	PART	DEC	28	mark:rel	-1	1
20	30	结果	结果	NOUN	NN	41	obl	11	11
20	31	，	，	PUNCT	,	30	punct	-1	1
20	32	同量	同量	NOUN	NN	33	nmod	1	1
20	33	产业	产业	NOUN	NN	36	nsubj	3	3
20	34	所	所	ADV	RB	36	mark	2	2
20	35	能	能	AUX	MD	36	aux	1	1
20	36	生产	生产	VERB	VV	38	acl:relcl	2	2
20	37	的	的	PART	DEC	36	mark:rel	-1	1
20	38	产品	产品	NOUN	NN	41	nsubj	3	3
20	39	亦	亦	ADV	RB	41	mark	2	2
20	40	会	会	AUX	MD	41	aux	1	1
20	41	大增	大增	VERB	VV	0	root	-41	41
20	42	。	。	PUNCT	.	41	punct	-1	1
EOS
